name,nse_tradingsymbol,bse_tradingsymbol,nse_instrument_token,bse_instrument_token
Time Technoplast Limited,TIMETECHNO,TIMETECHNO,3764993,136411140
Timken India Limited,TIMKEN,TIMKEN,3634689,133660932
The Tinplate Company of India Limited,TINPLATE,TINPLATE,894209,129271300
Thirumalai Chemicals Limited,TIRUMALCHM,TIRUMALCHM,894977,128105476
Titan Company Limited,TITAN,TITAN,897537,128029188
Tamilnadu PetroProducts Limited,TNPETRO,TNPETRO,898305,128198916
Tamil Nadu Newsprint & Papers Limited,TNPL,TNPL,1018881,136045060
Tokyo Plast International Limited,TOKYOPLAST,TOKYOPLAST,982273,128107012
Torrent Pharmaceuticals Limited,TORNTPHARM,TORNTPHARM,900609,128107524
Torrent Power Limited,TORNTPOWER,TORNTPOWER,3529217,136391428
TPL Plastech Limited,TPLPLASTEH,TPLPLAST,2360065,134804996
TREJHARA SOLUTIONS LIMITED,TREJHARA,TREJHARA,1924609,138811652
Trent Limited,TRENT,TRENT,502785,128064260
TRF Limited,TRF,TRF,4604673,129498628
Trident Limited,TRIDENT,TRIDENT,2479361,133392388
Trigyn Technologies Limited,TRIGYN,TRIGYN,1389569,132495876
Transformers And Rectifiers (India) Limited,TRIL,TRIL,3884545,136429572
Triveni Turbine Limited,TRITURBINE,TRITURBINE,6549505,136615684
Triveni Engineering & Industries Limited,TRIVENI,TRIVENI,3348737,136283140
TTK Healthcare Limited,TTKHLTCARE,TTKHEALTH,2910465,129983236
TTK Prestige Limited,TTKPRESTIG,TTKPRESTIG,907777,132481540
TV18 Broadcast Limited,TV18BRDCST,TV18BRDCST,3637249,136396804
TVS Electronics Limited,TVSELECT,TVSELECT,2883841,136323332
TVS Motor Company Limited,TVSMOTOR,TVSMOTOR,2170625,136279812
TVS Srichakra Limited,TVSSRICHAK,TVSSRICHAK,3646721,130366212
TV Today Network Limited,TVTODAY,TVTODAY,2886401,136323844
Titagarh Wagons Limited,TWL,TWL,3945985,136439300
United Breweries Limited,UBL,UBL,4278529,136314372
Ucal Fuel Systems Limited,UCALFUEL,UCALFUEL,913921,128118788
UCO Bank,UCOBANK,UCOBANK,2873089,136321284
UFLEX Limited,UFLEX,UFLEX,269569,128037892
UFO Moviez India Limited,UFO,UFO,2313985,138020100
The Ugar Sugar Works Limited,UGARSUGAR,UGARSUGAR,5011969,135772932
Ujjivan Financial Services Limited,UJJIVAN,UJJIVAN,4369665,138207748
Ujjivan Small Finance Bank Limited,UJJIVANSFB,UJJIVANSFB,3898369,138983428
UltraTech Cement Limited,ULTRACEMCO,ULTRACEMCO,2952193,136329732
Umang Dairies Limited,UMANGDAIRY,UMANGDAIR,2915073,128059140
Unichem Laboratories Limited,UNICHEMLAB,UNICHEMLAB,916225,129712644
United Drilling Tools Limited,UNIDT,UNIDT,51457,133635588
Uniphos Enterprises Limited,UNIENTER,UNIPHOS,2891009,128109828
Union Bank of India,UNIONBANK,UNIONBANK,2752769,136314116
Universal Cables Limited,UNIVCABLES,UNIVCABLES,923393,129078276
Universus Photo Imagings Limited,UNIVPHOTO,UNIVPHOTO,4520705,138990852
UPL Limited,UPL,UPL,2889473,131089924
Urja Global Limited,URJA,URJAGLOBA,5171969,134908676
Usha Martin Limited,USHAMART,USHAMART,2263041,132389380
UTI Asset Management Company Limited,UTIAMC,UTIAMC,134913,139068932
Uttam Galva Steels Limited,UTTAMSTL,UTTAMSTL,930305,131383300
Uttam Sugar Mills Limited,UTTAMSUGAR,UTTAMSUGAR,3424257,136378628
V2 Retail Limited,V2RETAIL,V2RETAIL,3780097,136413956
Vadilal Industries Limited,VADILALIND,VADILALIND,6194177,132903940
Vaibhav Global Limited,VAIBHAVGBL,VAIBHAVGBL,2909185,136231940
Vakrangee Limited,VAKRANGEE,VAKRANGEE,3415553,130926340
Valiant Organics Limited,VALIANTORG,VALIANTORG,84481,138277124
Vardhman Polytex Limited,VARDMNPOLY,VARDMNPOLY,933377,131628804
Varroc Engineering Limited,VARROC,VARROC,987393,138643972
Vascon Engineers Limited,VASCONEQ,VASCONEQ,4636161,136487940
Vaswani Industries Limited,VASWANI,VASWANI,6487041,136595460
Varun Beverages Limited,VBL,VBL,4843777,138286084
Vedanta Limited,VEDL,VEDL,784129,128075524
Venky's (India) Limited,VENKEYS,VENKYS,961793,133954820
Venus Remedies Limited,VENUSREM,VENUSREM,3547905,134899972
Vesuvius India Limited,VESUVIUS,VESUVIUS,941057,133148932
Veto Switchgears And Cables Limited,VETO,VETO,2214913,138068740
V-Guard Industries Limited,VGUARD,VGUARD,3932673,136435972
Vardhman Holdings Limited,VHL,VHL,3044353,128112388
Vidhi Specialty Food Ingredients Limited,VIDHIING,VIDHIING,3465217,136119556
Vikas Lifecare Limited,VIKASLIFE,VIKASLIFE,2542337,138919684
Vikas Proppant & Granite Limited,VIKASPROP,VIKASPROP,3109889,136068612
Vikas WSP Limited,VIKASWSP,VIKASWSP,944129,132942596
Vimta Labs Limited,VIMTALABS,VIMTALABS,3353857,134244868
Vinati Organics Limited,VINATIORGA,VINATIORGA,4445185,134195204
Vindhya Telelinks Limited,VINDHYATEL,VINDHYATEL,945665,132355844
Vinyl Chemicals (India) Limited,VINYLINDIA,VINYLINDIA,4306177,134177028
VIP Clothing Limited,VIPCLOTHNG,VIPCLOTHNG,3799809,136348932
VIP Industries Limited,VIPIND,VIPIND,947969,130017284
Visaka Industries Limited,VISAKAIND,VISAKAIND,1080577,130318084
Vishal Fabrics Limited,VISHAL,VISHAL,3013889,137881092
Vishnu Chemicals Limited,VISHNU,VISHNU,1768449,132114436
Vishwaraj Sugar Industries Limited,VISHWARAJ,VISHWARAJ,3507713,138970116
VLS Finance Limited,VLSFINANCE,VLSFINANCE,951041,130901252
V-Mart Retail Limited,VMART,VMART,7496705,136953860
Voltamp Transformers Limited,VOLTAMP,VOLTAMP,3475713,136385796
Voltas Limited,VOLTAS,VOLTAS,951809,128147204
VRL Logistics Limited,VRLLOG,VRLLOG,2226177,138014212
Vardhman Special Steels Limited,VSSL,VSSL,6929153,136804356
VST Industries Limited,VSTIND,VSTIND,953345,130551300
V.S.T Tillers Tractors Limited,VSTTILLERS,VSTTILLERS,6218753,136004100
Vardhman Textiles Limited,VTL,VTL,530689,128764420
VA Tech Wabag Limited,WABAG,WABAG,5168129,136516868
WABCO India Limited,WABCOINDIA,WABCOINDIA,4330241,136453892
Walchandnagar Industries Limited,WALCHANNAG,WALCHANNAG,956417,129896964
Waterbase Limited,WATERBASE,WATERBASE,958721,134056964
Websol Energy System Limited,WEBELSOLAR,WEBELSOLAR,3738113,132479492
Weizmann Limited,WEIZMANIND,WEIZMANIND,959489,133890820
Welspun Corp Limited,WELCORP,WELCORP,3026177,136228868
Welspun Enterprises Limited,WELENT,WELENT,2976257,136333572
Welspun Investments and Commercials Limited,WELINV,WELINV,5068801,136512516
Welspun India Limited,WELSPUNIND,WELSPUNIND,2880769,131625476
Wendt (India) Limited,WENDT,WENDT,1084161,129385476
Westlife Development Ltd,WESTLIFE,WESTLIFE,2964481,129416452
Wheels India Limited,WHEELS,WHEELS,964097,151058692
Whirlpool of India Limited,WHIRLPOOL,WHIRLPOOL,4610817,128060932
Williamson Magor & Company Limited,WILLAMAGOR,WILLAMAGOR,965633,132921348
Windsor Machines Limited,WINDMACHIN,WINDMACHIN,6392065,133639428
Wipro Limited,WIPRO,WIPRO,969473,129967364
Wockhardt Limited,WOCKPHARMA,WOCKPHARMA,1921537,136268804
Wonderla Holidays Limited,WONDERLA,WONDERLA,768513,137796612
West Coast Paper Mills Limited,WSTCSTPAPR,WSTCSTPAPR,972545,128113668
Xchanging Solutions Limited,XCHANGING,XCHANGING,2996481,136349700
Xelpmoc Design And Tech Limited,XELPMOC,XELPMOC,2170113,138845956
Yes Bank Limited,YESBANK,YESBANK,3050241,136357892
Zee Entertainment Enterprises Limited,ZEEL,ZEEL,975873,129417476
Zee Learn Limited,ZEELEARN,ZEELEARN,5338113,136521476
Zee Media Corporation Limited,ZEEMEDIA,ZEEMEDIA,3584769,136395268
Zensar Technologies Limited,ZENSARTECH,ZENSARTECH,275457,129041156
Zen Technologies Limited,ZENTEC,ZENTEC,1922049,136534788
Zodiac Clothing Company Limited,ZODIACLOTH,ZODIACLOTH,978177,133417732
Zuari Agro Chemicals Limited,ZUARI,ZUARI,7436801,136893956
Zuari Global Limited,ZUARIGLOB,ZUARIGLOB,979713,128199684
Zydus Wellness Limited,ZYDUSWELL,ZYDUSWELL,4514561,136021764
